#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1174: Fairbanks F.O., AK
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Minimum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Air Temperature Maximum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Average  Value       None           Day                N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Fairbanks F.o. (1174) 
# Alaska  SNOTEL Site - 450 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 21, 2019 7:57:21 PM GMT-08:00
#
Water Year,Day,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep
1988,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
