#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 948: Mt. Ryan, AK
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Minimum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Air Temperature Maximum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Average  Value       None           Day                N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Mt. Ryan (948) 
# Alaska  SNOTEL Site - 2800 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 21, 2019 7:57:31 PM GMT-08:00
#
Water Year,Day,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep
1984,20,-8,1,-2,,,,,,,,,,-18,-2,-9,14,32,21,30,37,34,39,64,52,50,66,57,39,41,41,34,59,46,32,39,36
1984,21,-2,10,5,,,,,,,,,,9,12,10,7,18,10,28,32,30,41,61,52,46,68,57,39,43,41,30,59,45,30,50,36
1984,22,9,19,12,,,,,,,,,,9,14,10,3,7,5,16,34,27,37,63,50,50,70,57,43,61,52,37,41,41,32,57,45
1984,23,5,16,10,,,,,,,,,,-2,18,9,-9,14,1,10,41,27,34,55,45,48,68,55,50,72,61,32,39,36,39,54,45
1984,24,0,9,5,,,,,,,,,,-15,-4,-8,5,14,9,19,27,21,41,52,46,50,70,61,50,57,54,32,39,36,36,54,45
1984,25,0,10,5,,,,,,,,,,-17,-8,-11,10,28,19,19,28,23,34,50,41,48,66,55,46,50,48,28,32,30,37,45,41
1984,26,1,21,10,,,,,,,,,,-15,-8,-11,27,39,32,12,43,28,32,50,41,46,54,48,46,61,54,25,34,30,36,52,41
1984,27,16,21,18,,,,,,,,,,-15,-8,-13,23,32,27,32,41,36,32,52,41,45,57,48,45,61,54,19,36,28,32,48,39
1984,28,12,21,16,,,,,,,,,,-13,-6,-9,19,30,27,30,52,39,37,50,45,45,55,50,43,54,46,19,32,27,36,41,37
1984,29,1,12,7,,,,,,,,,,-13,-4,-11,14,32,21,32,52,41,32,52,41,46,57,50,43,59,52,28,37,32,36,43,37
1984,30,9,19,16,,,,,,,,,,,,,19,34,27,34,43,37,32,54,43,50,63,55,36,55,45,21,50,45,,,
1984,31,1,10,5,,,,,,,,,,,,,23,36,28,,,,32,50,41,,,,45,55,50,21,46,34,,,
1985,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,39,34
1985,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,01,28,32,30,-9,-8,-8,-11,1,-4,1,18,9,9,16,14,-13,-4,-9,3,23,10,34,45,39,34,57,48,52,70,61,50,68,55,36,43,37
1986,02,23,30,27,-13,-6,-8,-8,-6,-8,16,23,19,14,19,18,-8,3,-4,0,19,9,32,41,36,45,64,55,57,77,66,48,66,55,37,54,45
1986,03,23,30,25,-11,-2,-8,-6,9,0,14,18,16,18,30,21,-8,3,-2,1,7,5,32,39,36,46,68,59,59,79,70,46,63,54,41,66,50
1986,04,28,39,32,-4,1,0,0,14,7,1,9,3,32,34,32,-6,10,1,-15,-6,-9,-15,36,23,50,66,59,61,81,70,43,63,50,45,66,54
1986,05,28,34,32,-17,-8,-11,3,9,7,-2,7,3,27,28,28,-11,-2,-8,-17,-8,-11,32,43,36,48,66,57,52,73,64,39,61,50,46,57,52
1986,06,28,34,32,-18,-13,-15,3,12,9,-2,3,1,23,30,27,-15,-6,-11,-17,-8,-11,28,48,34,50,63,55,48,70,59,45,55,50,34,54,45
1986,07,27,32,30,-22,-9,-15,19,28,23,-4,12,3,19,28,25,-13,1,-11,-15,3,-6,28,41,34,41,50,45,48,61,54,46,59,52,32,34,32
1986,08,25,30,27,-13,7,1,10,27,19,1,16,10,30,36,32,-9,-8,-8,-6,3,0,32,41,34,37,43,39,48,61,54,45,61,52,32,41,36
1986,09,23,28,25,0,9,1,12,36,18,3,14,9,28,32,30,-13,-2,-6,10,25,19,30,43,36,37,45,41,46,61,52,43,59,48,37,52,45
1986,10,21,25,23,5,12,9,28,32,30,5,18,10,28,37,32,1,23,10,9,25,16,21,28,25,41,57,48,45,64,57,39,52,45,37,43,41
1986,11,18,25,21,0,3,1,19,25,23,5,12,9,19,28,25,14,23,18,12,30,23,21,30,27,45,64,52,46,59,54,36,45,39,36,48,41
1986,12,16,19,18,-6,0,-2,5,16,12,5,21,14,19,28,23,12,27,19,30,32,32,27,41,32,61,68,64,45,63,52,34,57,45,32,57,43
1986,13,16,25,21,-11,-9,-11,1,10,5,5,21,14,5,16,10,9,12,10,21,36,28,28,46,32,54,72,63,48,66,57,37,52,45,43,61,50
1986,14,19,25,23,-9,9,0,3,14,10,-4,0,-2,-9,5,-2,9,23,16,21,32,27,30,43,34,54,73,63,52,66,59,36,54,45,45,52,48
1986,15,14,19,18,5,14,10,7,14,10,-4,9,1,-13,-4,-6,12,21,16,18,30,23,30,41,32,55,72,63,52,72,61,41,54,46,41,52,46
1986,16,9,14,10,-2,7,3,12,19,16,-13,-6,-9,-6,9,3,9,23,12,18,28,23,28,39,32,46,61,52,43,50,46,39,43,41,39,43,39
1986,17,0,5,1,9,16,12,25,36,32,-15,-8,-13,-8,0,-4,0,10,3,10,25,16,32,41,34,46,57,50,41,52,46,34,46,37,37,50,43
1986,18,-2,3,0,16,23,19,27,28,28,-17,-9,-13,-4,0,-2,-8,3,-2,12,27,18,34,43,37,46,61,52,37,52,43,36,41,37,30,45,39
1986,19,-4,3,0,19,32,25,25,32,30,-9,-2,-6,-9,7,-4,-2,18,9,14,32,23,32,48,39,45,57,50,37,54,41,37,45,43,28,41,36
1986,20,-11,3,-6,21,25,23,30,32,32,-8,-4,-6,-22,-9,-13,7,28,18,19,36,28,32,50,41,41,61,50,39,61,50,27,41,32,32,39,36
1986,21,-8,3,-2,19,21,21,32,37,34,-4,-2,-4,-27,-22,-26,12,27,18,27,32,30,32,52,43,41,57,50,46,55,50,27,45,36,21,28,27
1986,22,-2,5,1,19,27,23,23,37,32,-8,-4,-6,-26,-24,-24,10,16,14,19,34,27,32,55,45,41,55,48,41,52,45,32,45,37,19,25,21
1986,23,-4,0,-2,7,19,14,18,18,18,3,7,5,-20,-13,-17,0,9,5,19,32,25,34,55,45,37,57,48,39,48,43,36,54,45,16,30,23
1986,24,-11,-4,-9,-4,1,-2,23,27,25,-11,-6,-8,-18,-17,-18,0,9,5,23,32,28,37,52,45,43,64,54,37,43,41,55,63,59,18,37,27
1986,25,-13,-6,-11,1,7,5,28,32,32,-17,-6,-11,-22,-13,-20,-6,10,0,27,30,28,30,45,39,50,75,59,36,48,41,41,61,52,27,36,30
1986,26,-15,-4,-9,0,7,3,21,30,23,-15,-9,-13,-26,-8,-18,10,14,12,19,32,27,28,46,37,54,79,63,39,55,46,41,46,43,19,32,25
1986,27,-13,14,-2,5,7,5,18,21,19,-11,-6,-9,-18,1,-9,1,9,5,23,34,30,32,55,45,54,77,61,45,64,55,39,54,45,19,37,25
1986,28,-8,-4,-6,10,12,10,18,21,19,-6,19,12,-11,1,-8,-4,3,1,28,45,36,41,61,52,52,72,61,39,54,46,41,55,48,28,32,32
1986,29,-11,-6,-9,5,9,9,-2,7,3,16,19,18,,,,-8,5,0,32,43,37,43,59,48,50,72,63,36,46,41,45,57,52,23,36,32
1986,30,-13,-9,-11,0,9,3,-13,3,-6,14,30,23,,,,-9,14,5,30,37,32,36,54,45,55,77,66,41,48,45,41,52,46,30,45,36
1986,31,-13,0,-6,,,,-15,-6,-9,12,18,16,,,,-2,19,9,,,,34,52,41,,,,43,63,54,39,48,43,,,
1987,01,18,32,23,14,30,21,12,18,16,-15,-8,-11,10,23,18,-17,-2,-11,16,32,23,30,41,39,43,57,50,46,61,55,46,66,57,34,52,43
1987,02,18,30,23,28,34,32,9,18,12,-4,19,10,12,25,16,-17,-6,-13,3,19,10,21,30,27,43,48,45,52,70,63,52,63,57,37,52,45
1987,03,19,30,25,28,32,30,14,21,18,10,14,12,7,16,12,-18,-4,-11,1,14,10,19,32,28,39,55,48,52,73,64,48,70,57,41,54,46
1987,04,21,30,27,-2,19,9,16,23,19,10,18,14,3,9,5,-15,0,-9,1,32,19,18,41,32,36,59,48,54,64,61,46,61,54,23,52,37
1987,05,14,28,23,0,14,5,12,25,19,9,23,16,7,16,10,-15,5,-6,19,36,28,30,50,41,41,66,52,41,59,52,45,54,48,28,55,41
1987,06,10,32,21,3,14,7,12,25,18,9,28,18,18,25,21,-4,19,9,16,32,25,32,46,43,41,63,54,45,64,55,41,46,43,30,55,43
1987,07,25,30,27,-2,10,3,10,27,19,1,21,14,21,30,23,10,25,18,16,25,19,34,52,41,46,61,54,48,57,52,45,50,46,34,61,45
1987,08,25,34,28,1,12,9,27,32,28,-4,27,19,14,28,19,12,30,21,10,28,19,32,48,37,36,50,45,46,59,50,41,59,50,28,34,30
1987,09,36,39,37,5,10,7,23,34,28,-22,-9,-17,7,14,12,18,32,25,14,25,19,30,48,37,36,55,46,46,63,55,45,59,55,27,39,32
1987,10,25,32,28,7,16,10,32,36,34,-29,-22,-26,-4,7,3,18,36,25,12,28,19,28,46,36,39,55,50,48,61,54,43,64,52,28,39,34
1987,11,21,30,25,10,14,12,16,30,23,-27,-6,-18,-13,0,-8,10,23,14,12,32,23,28,39,34,43,57,48,48,57,52,41,63,50,27,32,30
1987,12,30,46,36,12,25,18,12,16,14,1,19,14,-18,-6,-13,5,19,9,19,39,30,28,41,34,39,45,43,48,59,54,39,64,52,27,36,32
1987,13,32,37,36,21,27,25,16,19,18,10,19,16,-22,-13,-17,0,19,9,21,39,28,25,37,32,36,54,46,48,68,57,43,64,54,21,30,27
1987,14,30,43,32,21,25,23,16,28,21,10,16,14,-15,-6,-11,-2,18,5,23,34,28,23,41,32,39,52,43,50,64,55,43,57,50,18,37,28
1987,15,12,28,19,-2,19,9,23,30,27,16,23,19,-20,-13,-18,5,19,10,21,32,27,27,37,32,37,55,45,50,68,57,43,61,52,23,43,32
1987,16,14,28,21,-8,3,-4,19,25,23,10,21,14,-18,3,-6,-9,10,1,18,23,21,23,52,39,41,59,50,46,64,54,46,59,54,28,46,36
1987,17,18,25,21,-6,5,1,23,27,25,9,18,12,9,19,14,-11,3,-6,16,37,28,36,61,52,36,59,48,46,59,54,45,55,50,32,39,36
1987,18,16,19,18,-11,-2,-8,23,28,25,7,16,10,18,32,21,-8,12,1,18,36,28,37,52,46,39,59,50,50,70,61,45,54,50,30,54,37
1987,19,16,19,18,-18,-11,-17,18,28,21,10,21,16,18,27,21,0,21,12,21,36,30,41,61,50,46,70,59,48,70,59,39,54,46,34,48,41
1987,20,14,21,18,-18,-9,-13,10,16,14,18,30,23,16,28,21,16,36,28,23,41,32,41,61,52,54,77,64,43,57,48,37,55,46,32,43,37
1987,21,10,21,14,-17,-13,-15,5,12,9,18,32,25,16,27,19,25,37,32,27,43,34,39,59,50,61,79,72,45,55,50,43,57,48,32,45,36
1987,22,10,14,12,-22,-11,-17,-9,7,0,23,30,27,19,37,27,23,41,32,27,46,34,36,55,46,45,73,59,46,48,46,48,64,57,32,54,41
1987,23,7,16,12,-18,-15,-17,-18,-9,-15,12,23,16,-2,21,12,25,41,32,19,32,27,36,46,41,50,73,61,45,59,50,48,64,57,37,54,45
