#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 952: Upper Chena, AK
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Minimum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Air Temperature Maximum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Average  Value       None           Day                N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Upper Chena (952) 
# Alaska  SNOTEL Site - 2850 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 21, 2019 7:57:41 PM GMT-08:00
#
Water Year,Day,Oct,Oct,Oct,Nov,Nov,Nov,Dec,Dec,Dec,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun,Jul,Jul,Jul,Aug,Aug,Aug,Sep,Sep,Sep
1987,31,,,,,,,,,,,,,,,,,,,,,,41,66,45,,,,36,64,50,16,52,32,,,
1988,01,23,46,32,5,30,19,-13,1,-6,19,30,25,7,12,9,18,34,25,1,18,9,25,41,32,34,54,43,50,61,54,37,68,54,34,55,43
1988,02,23,43,30,10,21,18,-13,1,-6,18,27,21,-15,5,-6,14,39,28,-2,10,1,21,45,32,34,57,45,43,75,61,45,55,48,32,52,41
1988,03,25,36,30,7,23,16,-11,18,3,14,27,19,-17,-2,-9,16,32,27,-11,7,-4,27,46,36,34,59,46,46,63,54,46,50,48,32,48,41
1988,04,23,43,32,9,23,10,1,21,10,14,25,18,-9,3,-4,18,32,25,-11,7,-4,30,50,39,34,63,48,39,70,57,43,50,48,32,54,45
1988,05,23,32,27,9,27,14,5,10,9,16,28,19,-4,14,3,10,37,21,-6,25,7,32,50,37,36,72,55,39,70,55,36,68,52,32,41,36
1988,06,21,41,28,7,18,12,1,12,7,14,23,18,7,27,16,9,32,19,-6,25,9,30,48,37,37,54,46,41,66,52,43,68,54,30,45,36
1988,07,23,45,25,10,19,14,9,14,10,18,27,23,5,21,12,14,36,23,-2,32,12,32,43,37,36,55,45,39,55,48,45,57,50,28,54,39
1988,08,30,52,41,7,19,10,3,16,12,12,25,18,-4,23,7,12,36,19,0,32,16,34,50,39,36,64,50,41,57,50,39,50,45,32,54,39
1988,09,28,43,36,-2,7,3,-2,10,5,7,21,14,1,12,7,12,37,25,10,32,19,34,48,39,45,68,57,39,64,50,32,50,39,30,54,39
1988,10,30,34,32,-2,3,0,-8,5,0,-2,10,5,-4,10,3,28,43,34,16,39,27,34,57,45,45,73,57,41,68,52,32,63,48,32,57,41
1988,11,21,37,28,1,5,3,-11,5,-2,-4,5,1,-2,12,5,18,37,32,16,43,32,41,64,52,43,66,52,41,68,52,41,54,46,32,46,37
1988,12,19,41,27,1,5,3,-17,10,-8,-4,12,5,-4,10,1,16,36,27,27,45,34,34,64,46,43,64,54,41,72,59,39,43,41,32,50,39
1988,13,19,43,30,3,7,5,-11,-4,-8,1,12,7,-2,21,5,12,36,25,27,48,36,32,54,43,41,70,55,50,75,63,39,52,43,34,46,41
1988,14,27,46,36,3,9,5,-17,-9,-15,-6,14,3,-4,18,7,10,21,16,23,46,34,39,48,43,43,75,57,46,64,57,34,52,43,32,55,45
1988,15,27,37,32,1,16,9,-17,0,-8,-6,12,5,-13,9,-2,-2,12,5,21,45,32,36,45,39,43,75,59,45,70,57,41,61,48,30,59,43
1988,16,21,32,27,10,27,19,-17,10,-4,-4,3,0,-15,3,-6,-13,-6,-4,25,48,36,32,41,34,41,57,46,43,70,57,41,75,57,30,57,39
1988,17,19,30,25,16,27,21,-4,7,1,-8,5,0,-13,18,0,-15,-6,-9,23,45,36,30,48,37,39,64,50,43,70,59,46,79,61,30,52,39
1988,18,25,39,32,12,25,18,-4,21,9,-11,0,-6,16,34,28,-9,0,-6,27,45,34,32,48,37,39,70,55,41,66,54,46,77,61,30,52,39
1988,19,21,39,30,9,23,16,19,32,25,-9,14,1,12,34,28,-9,-2,-6,25,39,32,32,54,41,41,66,52,41,70,55,43,54,50,32,50,41
1988,20,14,36,21,-2,18,7,5,27,16,0,18,9,-26,14,-6,-15,1,-8,19,48,32,32,46,39,46,57,50,48,66,54,36,64,48,34,46,41
1988,21,18,39,28,-8,9,0,-13,18,7,12,28,19,-27,14,-6,-15,19,1,25,50,36,32,48,39,39,59,46,43,55,48,34,59,46,32,41,37
1988,22,27,43,34,-6,7,0,-18,18,0,3,27,14,-17,27,5,-9,19,5,27,48,34,36,61,46,36,63,52,37,50,45,36,48,45,30,36,32
1988,23,25,41,34,-8,3,-2,-6,32,14,3,25,14,0,39,21,-8,21,5,28,50,39,34,55,45,39,61,50,37,61,46,34,55,45,32,39,32
1988,24,19,36,25,-11,-4,-8,18,32,25,-2,21,10,14,37,27,-6,21,9,30,54,41,36,52,45,36,57,46,36,66,52,32,59,43,32,36,32
1988,25,16,32,25,-4,18,9,14,30,21,-15,3,-2,21,36,28,-6,21,9,32,46,39,32,55,43,41,66,52,34,64,52,32,64,48,28,34,32
1988,26,14,30,21,12,28,19,5,23,14,-17,-6,-11,16,30,23,-4,27,10,28,55,41,32,59,46,37,63,48,34,64,50,43,66,55,28,32,30
1988,27,10,27,19,12,28,19,-15,5,-4,-18,0,-9,7,21,14,-8,30,7,30,48,37,37,59,50,37,63,48,39,68,54,45,68,54,25,28,28
1988,28,16,19,12,-8,23,10,-8,19,3,-4,12,3,12,32,21,3,30,14,25,39,32,41,55,48,41,70,55,45,72,55,39,59,50,18,34,27
1988,29,5,10,9,-11,14,1,14,27,19,-2,16,7,14,36,25,7,28,16,28,50,37,37,54,45,54,72,61,39,66,52,39,63,50,28,43,34
1988,30,-9,19,5,-9,18,3,14,27,19,1,19,10,,,,12,34,21,30,50,37,37,54,45,45,72,61,37,55,48,37,55,46,30,55,43
1988,31,-8,21,7,,,,7,19,12,7,25,16,,,,3,30,16,,,,37,50,43,,,,43,63,52,32,48,39,,,
1989,01,28,52,39,12,28,21,-17,10,-9,5,21,16,-17,-11,-20,0,23,12,1,36,14,30,52,41,36,63,48,48,72,55,50,63,55,,,
1989,02,28,43,34,7,27,14,-22,-2,-15,10,21,16,-17,0,-9,5,21,16,5,36,18,32,55,43,32,54,45,32,55,50,,,,,,
1989,03,18,54,36,5,23,12,-20,5,-4,7,18,12,-6,10,0,-18,-6,-13,5,43,21,32,41,34,30,59,46,32,68,50,,,,,,
1989,04,32,59,45,-9,12,0,-2,32,21,7,7,10,-4,18,3,-18,-6,-13,7,30,19,32,45,39,39,66,54,39,75,59,,,,,,
1989,05,28,45,36,-9,1,0,-15,0,-9,0,16,9,3,18,7,-20,0,-15,9,21,16,32,45,37,43,50,45,41,73,61,,,,,,
1989,06,27,34,30,1,12,7,-17,-9,-13,0,16,9,9,27,18,-20,0,-15,14,27,21,28,41,32,41,48,43,41,73,59,,,,,,
1989,07,14,27,19,3,16,10,-13,9,-4,3,21,12,9,30,18,-22,0,-15,10,32,19,30,50,37,41,48,43,45,79,63,,,,,,
1989,08,9,34,27,3,18,10,1,14,7,-4,14,3,9,30,19,-20,0,-13,10,32,19,30,48,39,37,59,46,43,81,66,,,,,,
1989,09,19,32,23,3,23,12,5,19,12,-4,14,3,23,36,28,-24,-4,-17,19,41,30,32,45,39,34,61,48,50,79,61,,,,,,
1989,10,9,21,18,0,9,5,5,19,12,-11,10,1,18,28,25,,,,16,50,30,25,34,28,37,63,50,52,79,61,,,,,,
1989,11,12,18,16,-2,5,1,18,32,25,-9,23,7,16,32,23,,,,23,45,32,21,32,27,41,64,52,48,73,61,46,70,57,,,48
1989,12,9,14,10,-11,1,-4,18,36,28,18,28,23,27,30,27,,,,23,45,32,16,28,23,36,61,50,48,70,57,41,73,55,,,41
1989,13,9,18,12,-13,-8,-11,19,32,30,-17,21,1,27,28,27,,,,23,50,34,,,,39,68,55,46,77,64,46,77,61,,,39
1989,14,7,16,12,-17,-2,-11,0,32,14,-17,3,-8,16,32,21,21,46,30,21,54,34,,,,39,68,55,45,73,61,39,52,46,,,
1989,15,-8,12,1,-9,16,7,-9,14,0,-24,-9,-17,16,32,23,10,36,19,23,52,36,,,,41,54,46,46,77,63,36,52,45,,,
1989,16,-6,16,1,-6,14,3,14,32,23,-24,-9,-17,14,32,19,10,36,19,23,52,36,,,,37,59,46,48,61,54,37,68,52,,,
1989,17,-2,19,10,-9,0,-6,28,36,25,-29,-11,-18,14,32,19,7,21,12,28,43,34,,,,34,61,48,39,55,48,37,68,52,,,
1989,18,18,27,21,-6,5,0,28,41,36,-33,-29,-31,16,39,23,-4,9,3,25,50,34,,,,32,52,45,32,46,41,43,70,55,,,
1989,19,5,21,12,-8,16,5,10,19,23,-35,-29,-33,12,41,25,-9,1,-4,23,45,32,,,,36,50,45,32,68,48,43,73,57,,,
1989,20,-4,7,1,0,16,10,12,19,16,-31,-22,-27,12,41,25,-4,9,0,19,36,25,,,,32,61,48,48,64,55,43,64,54,,,32
1989,21,7,27,14,0,14,7,9,25,16,-36,-24,-29,5,30,12,0,21,9,19,32,25,36,59,43,37,70,55,43,61,52,34,50,45,,,
1989,22,1,14,7,-6,9,3,5,19,14,-35,-18,-24,16,32,23,1,14,7,21,34,27,32,61,46,41,68,55,39,57,48,34,55,45,,,
1989,23,3,12,7,-11,-4,-9,7,16,12,-29,-18,-24,3,27,16,1,23,9,19,41,30,32,34,32,39,66,55,36,66,48,32,66,46,,,36
1989,24,1,9,5,-9,0,-6,-2,10,7,-29,-13,-20,-13,7,-4,1,19,10,25,46,36,32,43,36,41,52,46,39,64,50,39,66,52,,,39
1989,25,1,5,3,-11,0,-6,1,7,5,-29,-9,-22,3,32,23,1,19,10,32,48,39,36,50,41,41,52,46,41,63,50,41,64,52,,,
1989,26,0,9,1,-6,7,1,-9,9,-2,-33,-9,-24,14,36,28,-2,25,7,36,52,43,32,61,45,41,48,45,39,52,48,39,70,55,,,
1989,27,0,12,3,-9,3,-4,7,14,10,-42,-33,-36,0,14,10,-11,9,0,34,59,45,34,64,50,43,64,52,41,57,46,46,64,55,,,39
1989,28,1,12,7,-17,5,-8,7,14,10,-42,-35,-38,-11,9,-6,-6,12,0,32,46,37,32,64,50,48,55,52,34,70,52,46,70,55,,,37
1989,29,7,18,12,-13,-2,-8,10,23,16,-45,-42,-44,,,,-15,7,-6,32,59,45,36,70,52,43,57,55,34,70,52,,,,,,
1989,30,14,27,19,-6,12,3,10,19,16,-44,-36,-40,,,,-9,16,3,32,52,39,43,64,52,43,68,55,50,72,59,,,,,,45
1989,31,14,27,21,,,,10,19,18,-29,-11,-26,,,,-9,27,7,,,,37,66,50,,,,50,72,59,,,,,,
1990,01,,,,,,,,,,,,,,,,,,,,,,27,48,36,45,75,59,45,79,61,37,68,52,32,50,39
1990,02,,,43,,,,,,,,,,,,,,,,,,,28,48,36,41,73,57,46,82,64,43,70,54,39,46,43
1990,03,,,,,,,,,,,,,,,,,,,,,,28,45,36,43,63,52,46,82,64,39,64,52,37,43,39
1990,04,,,43,,,,,,,,,,,,,,,,,,,30,36,32,37,64,52,48,81,64,37,66,52,34,43,39
1990,05,,,,,,,,,,,,,,,,,,,,,,28,43,36,36,52,45,50,79,59,45,61,52,32,43,36
1990,06,,,,,,,,,,,,,,,,,,,,,,25,55,37,32,55,45,43,70,54,41,54,48,32,41,36
1990,07,,,,,,,,,,,,,,,,,,,,,,32,55,41,32,59,45,48,66,54,37,66,50,30,45,36
1990,08,,,,,,,,,,,,,,,,,,,,,,32,59,43,36,57,46,45,64,52,45,68,54,28,36,32
1990,09,,,,,,,,,,,,,,,,,,,,,,36,57,45,36,57,46,43,50,48,48,77,61,27,46,34
1990,10,,,,,,,,,,,,,,,,,,,,,,32,57,45,36,61,48,41,57,48,48,77,61,30,41,34
1990,11,,,,,,,,,,,,,,,,,,,,,,32,61,45,37,66,52,41,46,45,48,79,63,32,57,43
1990,12,,,,,,,,,,,,,,,,,,,,,,32,52,41,39,66,52,39,59,46,48,84,64,43,57,50
1990,13,,,,,,,,,,,,,,,,,,,,,,34,52,41,41,52,46,41,70,54,50,82,64,39,63,48
1990,14,,,,,,,,,,,,,,,,,,,,,,34,57,45,36,52,45,39,70,54,48,68,57,30,39,36
1990,15,,,,,,,,,,,,,,,,,,,,,,34,64,48,32,57,48,39,68,54,48,75,61,32,52,43
1990,16,,,,,,,,,,,,,,,,,,,,,,36,64,50,37,63,50,43,70,57,46,70,57,32,52,43
1990,17,,,,,,,,,,,,,,,,,,,,,,37,66,52,36,59,48,43,72,59,43,59,52,32,54,39
1990,18,,,,,,,,,,,,,,,,,,,,,,43,66,52,36,63,48,45,77,61,45,55,50,32,54,41
1990,19,,,,,,,,,,,,,,,,,,28,,,,37,66,50,36,63,50,52,79,64,41,52,45,36,57,46
1990,20,,,,,,,,,,,,,,,,,,32,,,,32,52,39,37,57,46,48,79,63,43,46,45,32,52,43
1990,21,,,,,,,,,,,,,,,,,,32,,,,30,43,36,34,64,50,45,75,61,37,63,48,32,43,36
1990,22,,,,,,,,,,,,,,,,,,32,,,,32,54,43,39,48,45,45,77,61,41,46,43,36,43,39
1990,23,,,,,,,,,,,,,,,,,,25,,,,30,61,45,43,66,50,46,68,59,41,46,43,23,32,28
1990,24,,,,,,,,,,,,,,,,,,30,,,,36,68,52,39,75,57,43,55,50,32,57,45,18,32,25
1990,25,,,,,,,,,,,,,,,,,,34,,,,41,70,57,43,72,57,41,55,48,45,54,48,18,43,32
1990,26,,,,,,,,,,,,,,,,,,,27,39,32,41,70,57,45,63,54,41,66,50,37,48,41,28,43,36
1990,27,,,,,,,,,,,,,,,,,,,23,36,30,41,73,57,45,63,54,45,68,55,34,41,37,27,45,34
1990,28,,,,,,,,,,,,,,,,,,,25,45,32,43,72,59,41,66,54,41,66,54,34,39,37,30,39,32
1990,29,,,,,,,,,,,,,,,,,,,25,46,34,45,57,50,41,73,59,37,54,46,37,46,41,30,32,32
1990,30,,,,,,,,,,,,,,,,,,,27,45,34,43,70,57,45,77,61,41,63,50,36,45,39,19,23,21
1990,31,,,,,,,,,,,,,,,,,,,,,,54,73,64,,,,37,63,50,32,46,37,,,
1991,01,19,27,21,0,18,10,-22,-8,-15,-17,-9,-13,-27,-13,-20,12,30,18,9,39,19,28,48,37,37,45,39,46,72,61,41,64,48,32,64,46
1991,02,18,25,21,-6,18,9,-24,-13,-18,-15,-8,-13,-18,12,1,10,30,18,10,41,23,36,52,41,34,57,45,39,50,46,32,59,43,34,64,48
1991,03,9,30,19,18,28,25,-26,-9,-20,-13,-6,-9,-4,16,3,7,27,12,14,43,25,32,52,41,36,64,50,45,48,46,41,48,45,36,64,48
1991,04,9,30,19,16,27,21,-9,10,0,-15,-6,-9,-22,9,-8,5,30,12,12,37,23,34,63,45,36,64,50,43,59,48,45,48,46,45,63,50
1991,05,19,36,27,-4,18,5,-2,19,9,-13,7,-4,-29,-13,-24,1,32,18,5,36,21,39,61,48,45,64,54,45,59,52,41,50,45,41,48,45
1991,06,19,43,28,-18,18,-17,-2,12,5,3,18,10,-35,-26,-29,3,37,21,12,45,23,43,54,48,37,54,45,52,66,59,41,48,43,41,45,43
1991,07,28,32,30,-27,-13,-18,-9,1,-6,0,9,5,-29,7,-15,1,19,10,14,43,25,32,59,41,36,55,43,43,54,48,37,57,45,36,41,37
1991,08,16,30,28,-29,-17,-24,-13,-6,-9,-11,9,1,5,23,16,-8,25,9,14,43,27,32,57,43,30,43,34,32,52,43,39,57,46,39,59,46
1991,09,14,37,27,-27,-17,-22,-6,12,3,-18,-4,-9,16,32,21,-9,12,1,14,37,25,32,48,39,27,45,32,32,43,37,41,61,50,32,59,45
1991,10,23,37,30,-29,-26,-27,-8,0,-4,-13,-6,-11,18,37,28,-13,21,3,14,37,27,25,48,36,32,57,45,37,52,45,39,64,52,41,54,45
1991,11,18,28,23,-11,7,1,-8,1,-4,-22,-6,-13,19,32,25,-13,7,-2,19,36,27,25,52,36,41,63,52,37,59,50,39,66,52,39,41,41
1991,12,3,23,12,-4,12,3,0,16,5,-24,-18,-20,16,28,19,-13,14,1,14,45,27,30,55,41,37,61,50,43,55,50,57,63,59,36,54,39
1991,13,3,23,12,0,16,7,-20,0,-11,-35,-20,-27,21,32,27,3,21,12,25,46,34,37,48,43,37,64,52,43,61,52,41,59,50,32,59,41
1991,14,1,16,10,-2,16,7,-20,5,-4,-35,-15,-24,5,28,16,-8,34,12,25,46,34,32,57,41,43,63,54,46,61,55,36,63,48,37,61,48
1991,15,1,18,10,1,5,3,-27,-6,-20,-15,12,-2,-6,5,0,-22,-4,-11,23,52,32,32,55,39,39,54,46,50,55,54,45,63,50,37,61,50
1991,16,0,12,7,3,18,12,-20,0,-11,-4,28,7,-8,9,-2,-18,16,0,30,46,36,30,55,41,46,64,55,39,54,46,43,70,54,37,59,48
1991,17,0,28,10,7,14,9,0,19,9,-9,32,7,-18,1,-8,14,36,27,27,46,34,32,54,41,39,68,54,41,55,48,41,68,45,30,52,39
1991,18,16,41,28,-6,14,5,0,25,12,23,37,32,-24,-18,-20,0,18,9,23,48,32,32,50,41,41,75,57,37,55,46,36,55,41,28,52,37
1991,19,14,36,23,5,14,12,28,32,30,27,37,32,-22,-9,-18,-8,9,0,32,43,37,30,50,39,50,82,68,43,59,50,28,59,41,32,39,36
1991,20,12,25,19,-13,9,0,25,30,28,10,28,19,-24,-17,-20,-6,21,9,25,52,41,39,52,46,55,86,70,46,55,52,54,61,57,30,46,41
1991,21,7,14,9,-20,-9,-15,7,27,19,16,30,23,-20,12,-6,0,21,9,32,50,39,32,57,45,59,81,59,54,64,59,32,59,43,27,54,36
1991,22,7,16,12,-20,-13,-17,-4,14,3,23,27,25,12,37,25,10,28,18,27,59,37,34,57,46,55,79,68,61,70,64,32,45,41,39,54,45
1991,23,5,9,7,-15,0,-6,12,27,21,21,30,23,21,36,28,27,32,28,30,61,43,32,55,45,50,77,64,43,59,52,32,46,39,32,54,41
1991,24,7,12,10,-4,12,7,1,25,18,27,34,32,19,39,30,25,32,30,30,57,41,34,55,45,54,79,66,43,46,45,28,41,32,27,52,36
1991,25,7,27,12,-18,10,-6,-20,5,-11,5,32,25,27,39,32,7,34,21,32,59,43,34,55,43,54,79,64,45,61,54,27,41,32,32,46,36
1991,26,3,10,7,-22,-13,-18,-20,9,-4,-4,16,3,12,30,21,7,27,18,32,54,37,32,57,46,54,79,66,46,63,54,25,41,32,32,43,36
1991,27,12,18,16,-33,-20,-27,-20,0,-11,9,21,18,12,30,21,30,32,32,23,54,34,34,63,48,54,77,64,46,61,54,25,45,32,32,43,36
1991,28,7,19,12,-33,-26,-29,-18,-13,-17,-24,10,-6,16,34,21,30,32,32,30,55,43,50,57,54,52,79,64,45,52,50,27,48,36,27,43,34
1991,29,-2,9,5,-31,-27,-31,-17,0,-9,-26,-13,-22,,,,12,27,18,34,52,41,34,59,46,54,81,68,43,63,52,30,52,39,32,48,39
1991,30,-4,18,3,-31,-15,-22,-22,-6,-17,-24,-4,-17,,,,7,30,18,32,48,39,32,55,46,50,73,61,46,63,55,28,61,39,28,46,36
1991,31,1,19,9,,,,-2,10,3,-27,-18,-24,,,,3,39,16,,,,37,50,43,,,,46,61,54,30,57,41,,,
1992,01,27,48,34,5,28,16,-8,5,-2,9,25,18,-18,-4,-13,-29,-9,-22,-8,30,9,3,32,16,39,50,43,45,81,64,43,66,54,30,50,37
1992,02,28,45,34,10,19,16,-4,1,-2,10,19,14,-22,-9,-17,-27,-6,-20,-8,25,7,0,28,14,37,59,46,45,77,61,39,64,52,32,48,39
1992,03,30,41,36,0,16,7,-9,1,-2,9,14,12,-18,9,-4,-24,-4,-18,-6,23,7,3,28,12,36,61,46,43,70,59,39,72,55,28,55,39
1992,04,32,34,32,18,32,23,-15,-4,-11,9,18,12,-4,12,3,-22,-2,-13,-4,23,14,14,36,28,37,50,43,39,68,55,46,75,61,30,55,41
1992,05,27,32,30,14,23,19,-13,-4,-8,9,18,12,-9,3,-4,-13,9,0,3,30,21,21,39,32,32,54,43,39,66,54,45,70,57,30,54,39
